feature,name,address,website,longitude,latitude,location
Childrens Play Areas,Garfield Playfield,23rd Ave. and E Cherry St.,http://www.seattle.gov/parks/park_detail.asp?ID=353,-122.300368,47.607697,"(47.607697, -122.300368)"
Childrens Play Areas,W. Queen Anne Playfield,1901 1st Ave. W,http://www.seattle.gov/parks/park_detail.asp?ID=330,-122.360588,47.635649,"(47.635649, -122.360588)"
Childrens Play Areas,International Childrens Park,700 S Lane St.,http://www.seattle.gov/parks/park_detail.asp?ID=364,-122.323333,47.596951,"(47.596951, -122.323333)"
Childrens Play Areas,Soundview Playfield,1590 NW 90th St.,http://www.seattle.gov/parks/park_detail.asp?ID=251,-122.380167,47.695277,"(47.695277, -122.380167)"
Childrens Play Areas,Othello Playground,4351 S Othello St.,http://www.seattle.gov/parks/park_detail.asp?ID=403,-122.277003,47.536357,"(47.536357, -122.277003)"
Childrens Play Areas,Salmon Bay Park,2001 NW Canoe Pl.,http://www.seattle.gov/parks/park_detail.asp?ID=249,-122.381343,47.679297,"(47.679297, -122.381343)"
Childrens Play Areas,Bhy Kracke Park,1215 5th Ave. N,http://www.seattle.gov/parks/park_detail.asp?ID=304,-122.34779,47.630346,"(47.630346, -122.34779)"
Childrens Play Areas,Carkeek Park,950 NW Carkeek Park Rd.,http://www.seattle.gov/parks/park_detail.asp?ID=240,-122.377699,47.713081,"(47.713081, -122.377699)"
Childrens Play Areas,Magnolia Park,1461 Magnolia Blvd. W,http://www.seattle.gov/parks/park_detail.asp?ID=317,-122.398099,47.633225,"(47.633225, -122.398099)"
Childrens Play Areas,Bryant Playground,4103 NE 65th St.,http://www.seattle.gov/parks/park_detail.asp?ID=482,-122.283367,47.675213,"(47.675213, -122.283367)"
Childrens Play Areas,Mayfair Park,2600 2nd Ave. N,http://www.seattle.gov/parks/park_detail.asp?ID=321,-122.3534,47.643218,"(47.643218, -122.3534)"
Childrens Play Areas,Beer Sheva Park,8650 55th Ave. S,http://www.seattle.gov/parks/park_detail.asp?ID=440,-122.263929,47.524687,"(47.524687, -122.263929)"
Childrens Play Areas,Spruce Street Mini Park,160 21st Ave.,http://www.seattle.gov/parks/park_detail.asp?ID=3117,-122.304647,47.602851,"(47.602851, -122.304647)"
Childrens Play Areas,Victory Heights Playground,1737 NE 106th St.,http://www.seattle.gov/parks/park_detail.asp?ID=438,-122.307885,47.706009,"(47.706009, -122.307885)"
Childrens Play Areas,University Playground,9th Ave. NE and NE 50th St.,http://www.seattle.gov/parks/park_detail.asp?ID=435,-122.319748,47.66424,"(47.66424, -122.319748)"
Childrens Play Areas,Sam Smith Park,1400 Martin Luther King Jr. Way S,http://www.seattle.gov/parks/park_detail.asp?ID=4242,-122.295257,47.590078,"(47.590078, -122.295257)"
Childrens Play Areas,Sacajawea Playground,1726 NE 94th St.,http://www.seattle.gov/parks/park_detail.asp?ID=394,-122.307483,47.697116,"(47.697116, -122.307483)"
Childrens Play Areas,Fairmount Playground,2627 39th Ave. SW,http://www.seattle.gov/parks/park_detail.asp?ID=4410,-122.380145,47.554241,"(47.554241, -122.380145)"
Childrens Play Areas,Loyal Heights Playfield,2101 NW 77th St.,http://www.seattle.gov/parks/park_detail.asp?ID=289,-122.384004,47.684674,"(47.684674, -122.384004)"
Childrens Play Areas,Dearborn Park,2919 S Brandon St.,http://www.seattle.gov/parks/park_detail.asp?ID=408,-122.294673,47.553121,"(47.553121, -122.294673)"
Childrens Play Areas,Montlake Totlot,1618 E Calhoun St.,http://www.seattle.gov/parks/park_detail.asp?ID=376,-122.298409,47.639556,"(47.639556, -122.298409)"
Childrens Play Areas,Dahl Playfield,7700 25th Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=499,-122.300034,47.684193,"(47.684193, -122.300034)"
Childrens Play Areas,Roxhill Park,2850 SW Roxbury St.,http://www.seattle.gov/parks/park_detail.asp?ID=464,-122.369478,47.520313,"(47.520313, -122.369478)"
Childrens Play Areas,Peppi Playground,3233 E Spruce St.,http://www.seattle.gov/parks/park_detail.asp?ID=378,-122.290538,47.602536,"(47.602536, -122.290538)"
Childrens Play Areas,Coe Play Park,2420 7th Ave. W,http://www.seattle.gov/parks/park_detail.asp?ID=3985,-122.366014,47.640156,"(47.640156, -122.366014)"
Childrens Play Areas,W. Woodland Park Playground,Aurora Ave. N and N 59th St.,http://www.seattle.gov/parks/park_detail.asp?ID=292,-122.353458,47.671318,"(47.671318, -122.353458)"
Childrens Play Areas,Webster Playground,3014 NW 67th St.,http://www.seattle.gov/parks/park_detail.asp?ID=3894,-122.397851,47.677832,"(47.677832, -122.397851)"
Childrens Play Areas,Meridian Playground,4649 Sunnyside Ave. N,http://www.seattle.gov/parks/park_detail.asp?ID=1104,-122.332234,47.664372,"(47.664372, -122.332234)"
Childrens Play Areas,E.C. Hughes Playground,2805 SW Holden St.,http://www.seattle.gov/parks/park_detail.asp?ID=458,-122.368882,47.533398,"(47.533398, -122.368882)"
Childrens Play Areas,Roanoke Park,10th Ave. E and E Roanoke Park,http://www.seattle.gov/parks/park_detail.asp?ID=379,-122.320265,47.644257,"(47.644257, -122.320265)"
Childrens Play Areas,Genesee Park And Playfield,4316 S Genesee St.,http://www.seattle.gov/parks/park_detail.asp?ID=409,-122.277827,47.565406,"(47.565406, -122.277827)"
Childrens Play Areas,Warren G. Magnuson Park,6550 Sand Point Way NE,http://www.seattle.gov/parks/park_detail.asp?ID=398,-122.253383,47.681728,"(47.681728, -122.253383)"
Childrens Play Areas,Delridge Playfield,4458 Delridge Way SW,http://www.seattle.gov/parks/park_detail.asp?ID=450,-122.364169,47.563763,"(47.563763, -122.364169)"
Childrens Play Areas,Maple Leaf Playground,1020 NE 82nd St.,http://www.seattle.gov/parks/park_detail.asp?ID=3881,-122.31717,47.689365,"(47.689365, -122.31717)"
Childrens Play Areas,Volunteer Park,1247 15th Ave. E,http://www.seattle.gov/parks/park_detail.asp?ID=399,-122.313124,47.631961,"(47.631961, -122.313124)"
Childrens Play Areas,Burke Gilman Park,5201 Sand Point Way NE,http://www.seattle.gov/parks/park_detail.asp?ID=496,-122.281924,47.667323,"(47.667323, -122.281924)"
Childrens Play Areas,Highland Park Playground,1100 SW Cloverdale St,http://www.seattle.gov/parks/park_detail.asp?ID=457,-122.349364,47.526934,"(47.526934, -122.349364)"
Childrens Play Areas,South Park Playground,738 S Sullivan St.,http://www.seattle.gov/parks/park_detail.asp?ID=467,-122.32456,47.528332,"(47.528332, -122.32456)"
Childrens Play Areas,Lincoln Park - North,8011 Fauntleroy Way SW,http://www.seattle.gov/parks/park_detail.asp?ID=460,-122.394737,47.534622,"(47.534622, -122.394737)"
Childrens Play Areas,Gilman Playground,923 NW 54th St.,http://www.seattle.gov/parks/park_detail.asp?ID=242,-122.369201,47.666921,"(47.666921, -122.369201)"
Childrens Play Areas,Rainier Beach Playfield,8802 Rainier Ave. S,http://www.seattle.gov/parks/park_detail.asp?ID=422,-122.272693,47.524794,"(47.524794, -122.272693)"
Childrens Play Areas,Lowman Beach Park,7017 Beach Dr. SW,http://www.seattle.gov/parks/park_detail.asp?ID=461,-122.396728,47.540367,"(47.540367, -122.396728)"
Childrens Play Areas,Seward Park,5902 Lake Washington Blvd. S,http://www.seattle.gov/parks/park_detail.asp?ID=428,-122.256305,47.5495,"(47.5495, -122.256305)"
Childrens Play Areas,Mt. Baker Park,2521 Lake Park Dr. S,http://www.seattle.gov/parks/park_detail.asp?ID=419,-122.288933,47.57854,"(47.57854, -122.288933)"
Childrens Play Areas,Spring Street Mini Park,E Spring St. and 15th Ave.,http://www.seattle.gov/parks/park_detail.asp?ID=381,-122.312577,47.611881,"(47.611881, -122.312577)"
Childrens Play Areas,Lakewood Playground,5013 S Angeline St.,http://www.seattle.gov/parks/park_detail.asp?ID=414,-122.269678,47.559159,"(47.559159, -122.269678)"
Childrens Play Areas,12th West / West Howe Park,12th Ave. W and W Howe St.,http://www.seattle.gov/parks/park_detail.asp?ID=281,-122.372985,47.636097,"(47.636097, -122.372985)"
Childrens Play Areas,Sandel Playground,9053 1st Ave. NW,http://www.seattle.gov/parks/park_detail.asp?ID=250,-122.358863,47.695679,"(47.695679, -122.358863)"
Childrens Play Areas,Firehouse Mini Park,712 18th Ave.,http://www.seattle.gov/parks/park_detail.asp?ID=351,-122.308586,47.608433,"(47.608433, -122.308586)"
Childrens Play Areas,Jefferson Park,4165 16th Ave. S,http://www.seattle.gov/parks/park_detail.asp?ID=114,-122.308276,47.570498,"(47.570498, -122.308276)"
Childrens Play Areas,Plum Tree Park,1717 26th Ave.,http://www.seattle.gov/parks/park_detail.asp?ID=387,-122.299194,47.616997,"(47.616997, -122.299194)"
Childrens Play Areas,Ballard Playground,2644 NW 60th St.,http://www.seattle.gov/parks/park_detail.asp?ID=497,-122.392548,47.672648,"(47.672648, -122.392548)"
Childrens Play Areas,Soundview Terrace Play Area,2500 11th Ave. W,http://www.seattle.gov/parks/park_detail.asp?ID=3987,-122.371392,47.640554,"(47.640554, -122.371392)"
Childrens Play Areas,Meadowbrook Playfield,10533 35th Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=352,-122.291132,47.705171,"(47.705171, -122.291132)"
Childrens Play Areas,Froula Playground,7200 12th Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=287,-122.314682,47.680581,"(47.680581, -122.314682)"
Childrens Play Areas,Beacon Hill Playground,1902 13th Ave. S,http://www.seattle.gov/parks/park_detail.asp?ID=400,-122.315151,47.586522,"(47.586522, -122.315151)"
Childrens Play Areas,Matthews Beach Park,9300 51st Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=347,-122.274052,47.696908,"(47.696908, -122.274052)"
Childrens Play Areas,Genesee Park And Playfield,4316 S Genesee St.,http://www.seattle.gov/parks/park_detail.asp?ID=409,-122.279755,47.562923,"(47.562923, -122.279755)"
Childrens Play Areas,Cowen Park,5849 15th Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=483,-122.312357,47.672397,"(47.672397, -122.312357)"
Childrens Play Areas,B.F. Day Playground,4020 Fremont Ave. N,http://www.seattle.gov/parks/park_detail.asp?ID=241,-122.348906,47.655668,"(47.655668, -122.348906)"
Childrens Play Areas,Victory Creek Park,1059 Northgate Way,http://www.seattle.gov/parks/park_detail.asp?ID=4443,-122.315597,47.708809,"(47.708809, -122.315597)"
Childrens Play Areas,Pratt Park,1800 S Main St.,http://www.seattle.gov/parks/park_detail.asp?ID=390,-122.307872,47.600894,"(47.600894, -122.307872)"
Childrens Play Areas,Licton Springs Park,9536 Ashworth Ave. N,http://www.seattle.gov/parks/park_detail.asp?ID=286,-122.33934,47.698594,"(47.698594, -122.33934)"
Childrens Play Areas,Baker Park On Crown Hill,8347 14th Ave. NW,http://www.seattle.gov/parks/park_detail.asp?ID=2840,-122.374798,47.690165,"(47.690165, -122.374798)"
Childrens Play Areas,Madison Park,E. Madison St. and E. Howe St.,http://www.seattle.gov/parks/park_detail.asp?ID=369,-122.277581,47.635305,"(47.635305, -122.277581)"
Childrens Play Areas,Madison Park - North Beach,E. Madison St. and E. Howe St.,http://www.seattle.gov/parks/park_detail.asp?ID=369,-122.276776,47.639446,"(47.639446, -122.276776)"
Childrens Play Areas,Ravenna Park,5520 Ravenna Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=391,-122.302928,47.6691,"(47.6691, -122.302928)"
Childrens Play Areas,High Point Playfield,6920 34th Ave. SW,http://www.seattle.gov/parks/park_detail.asp?ID=3941,-122.374645,47.539976,"(47.539976, -122.374645)"
Childrens Play Areas,Lakeridge Park And Playground,Rainier Ave. S from 68th St. to Cornell,http://www.seattle.gov/parks/park_detail.asp?ID=411,-122.246317,47.510415,"(47.510415, -122.246317)"
Childrens Play Areas,Madrona Playground,853 Lake Washington Blvd.,http://www.seattle.gov/parks/park_detail.asp?ID=370,-122.289665,47.611255,"(47.611255, -122.289665)"
Childrens Play Areas,Bitterlake Playfield,13035 Linden Ave. N,http://www.seattle.gov/parks/park_detail.asp?ID=288,-122.348735,47.723419,"(47.723419, -122.348735)"
Childrens Play Areas,Hiawatha Playfield,3951 SW Barton St.,http://www.seattle.gov/parks/park_detail.asp?ID=456,-122.384466,47.578962,"(47.578962, -122.384466)"
Childrens Play Areas,Golden Gardens Park,8498 Seaview Pl. NW,http://www.seattle.gov/parks/park_detail.asp?ID=243,-122.403738,47.691781,"(47.691781, -122.403738)"
Childrens Play Areas,Fairmount Playground - School,2627 39th Ave. SW,http://www.seattle.gov/parks/park_detail.asp?ID=4410,-122.380585,47.553412,"(47.553412, -122.380585)"
Childrens Play Areas,Rogers Playground,Eastlake Ave. E and E Roanoke St.,http://www.seattle.gov/parks/park_detail.asp?ID=380,-122.325067,47.642864,"(47.642864, -122.325067)"
Childrens Play Areas,Flo Ware Park,2800 S Jackson St.,http://www.seattle.gov/parks/park_detail.asp?ID=363,-122.295995,47.599475,"(47.599475, -122.295995)"
Childrens Play Areas,Lawton Park,3843 26th Ave. W,http://www.seattle.gov/parks/park_detail.asp?ID=316,-122.390922,47.655783,"(47.655783, -122.390922)"
Childrens Play Areas,Bayview Playground,2614 24th Ave. W,http://www.seattle.gov/parks/park_detail.asp?ID=303,-122.386906,47.644301,"(47.644301, -122.386906)"
Childrens Play Areas,Ravenna-Eckstein Cc Grounds,6535 Ravenna Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=488,-122.304746,47.676702,"(47.676702, -122.304746)"
Community Centers,Yesler Community Center,917 E Yesler Way,http://www.seattle.gov/parks/centers/yeslercc.htm,-122.320772,47.601427,"(47.601427, -122.320772)"
Community Centers,Rainier Beach Community Center,8825 Rainier Ave. S,http://www.seattle.gov/parks/Centers/rainierbeach.htm,-122.270747,47.524042,"(47.524042, -122.270747)"
Community Centers,Rainier Community Center,4600 38th Ave S,http://www.seattle.gov/parks/centers/rainiercc.htm,-122.284537,47.561319,"(47.561319, -122.284537)"
Community Centers,Miller Community Center,330 19th Ave E,http://www.seattle.gov/parks/centers/miller.htm,-122.306852,47.621879,"(47.621879, -122.306852)"
Community Centers,Meadowbrook Community Center,10517 35th Ave NE,http://www.seattle.gov/parks/centers/meadowbrookcc.htm,-122.291539,47.705952,"(47.705952, -122.291539)"
Community Centers,Magnolia Community Center,2550 34TH AVE W,http://www.seattle.gov/parks/centers/magnoliacc.htm,-122.399828,47.641954,"(47.641954, -122.399828)"
Community Centers,Laurelhurst Community Center,4554 NE 41st St,http://www.seattle.gov/parks/centers/Laurelcc.htm,-122.277861,47.659175,"(47.659175, -122.277861)"
Community Centers,Langston Hughes Cultural Arts Center,104 17th Ave S,http://www.seattle.gov/parks/centers/langston.htm,-122.310087,47.601397,"(47.601397, -122.310087)"
Community Centers,International District Community Center,719 8th Avenue S,http://www.seattle.gov/parks/centers/IDChinatown.htm,-122.322831,47.596411,"(47.596411, -122.322831)"
Community Centers,High Point Community Center,6920 34th Ave. SW,http://www.seattle.gov/parks/centers/Highpt.htm,-122.3748,47.54065,"(47.54065, -122.3748)"
Community Centers,Hiawatha Community Center,2700 California Ave. SW,http://www.seattle.gov/parks/centers/Hiawatha.htm,-122.384601,47.578143,"(47.578143, -122.384601)"
Community Centers,Garfield Community Center,2323 E Cherry St,http://www.seattle.gov/parks/centers/garfieldcc.htm,-122.302395,47.607701,"(47.607701, -122.302395)"
Community Centers,Delridge Community Center,4501 Delridge Wy SW,http://www.seattle.gov/parks/centers/Delridge.htm,-122.364001,47.56333,"(47.56333, -122.364001)"
Community Centers,Ballard Community Center,6020 28th Ave NW,http://www.seattle.gov/parks/centers/Ballard.htm,-122.392405,47.67285,"(47.67285, -122.392405)"
Community Centers,Alki Community Center,5817 SW Stevens St.,http://www.seattle.gov/parks/centers/alkicc.htm,-122.406987,47.5776,"(47.5776, -122.406987)"
Community Centers,Queen Anne Community Center,1901 1st Ave. W,http://www.seattle.gov/parks/centers/queenannecc.htm,-122.359234,47.636143,"(47.636143, -122.359234)"
Community Centers,Van Asselt Community Center,2820 S Myrtle St,http://www.seattle.gov/parks/Centers/vanasseltcc.htm,-122.295241,47.539405,"(47.539405, -122.295241)"
Community Centers,Southwest Community Center,2801 SW Thistle St,http://www.seattle.gov/parks/centers/Swcc.htm,-122.368952,47.527887,"(47.527887, -122.368952)"
Community Centers,South Park Community Center,8319 8th Ave S,http://www.seattle.gov/parks/Centers/southpark.htm,-122.324018,47.528346,"(47.528346, -122.324018)"
Community Centers,Bitter Lake Community Center,13035 Linden Ave. N,http://www.seattle.gov/parks/centers/Bitterlk.htm,-122.348408,47.724314,"(47.724314, -122.348408)"
Community Centers,Ravenna/Eckstein Community Center,6535 Ravenna Ave. NE,http://www.seattle.gov/parks/centers/ravennaecksteincc.htm,-122.304141,47.676651,"(47.676651, -122.304141)"
Community Centers,Montlake Community Center,1618 E Calhoun St.,http://www.seattle.gov/parks/centers/montlakecc.htm,-122.31004,47.641613,"(47.641613, -122.31004)"
Community Centers,Loyal Heights Community Center,2101 NW 77th St.,http://www.seattle.gov/parks/centers/Loyalhtd.htm,-122.382945,47.68477,"(47.68477, -122.382945)"
Community Centers,Jefferson Community Center,3801 Beacon Ave S,http://www.seattle.gov/parks/centers/Jeffercc.htm,-122.308117,47.569779,"(47.569779, -122.308117)"
Community Centers,Green Lake Community Center,7201 E Green Lake Dr. N,http://www.seattle.gov/parks/centers/grnlakcc.htm,-122.328707,47.680378,"(47.680378, -122.328707)"
Computer/Media Center,917 E Yesler Way,Yesler Community Computer lab,http://www.seattle.gov/parks/centers/Yesler/lab.htm,-122.32133,47.60139,"(47.60139, -122.32133)"
Computer/Media Center,8825 Rainier AVE S,Rainier Beach Community Center,http://www.seattle.gov/parks/Centers/RainierBeach/lab.htm,-122.27074,47.52472,"(47.52472, -122.27074)"
Computer/Media Center,4501 Delridge WY SW,Delridge Community Center,http://www.seattle.gov/parks/Centers/delridge.htm,-122.36411,47.56309,"(47.56309, -122.36411)"
Computer/Media Center,2323 E Cherry St,Garfield Community Center,http://www.seattle.gov/parks/centers/garfieldcc.htm,-122.30225,47.60775,"(47.60775, -122.30225)"
Computer/Media Center,4600 38th Ave. S.,Rainier Community Center,http://www.seattle.gov/parks/centers/rainiercc.htm,-122.28435,47.56154,"(47.56154, -122.28435)"
Computer/Media Center,719 8th Ave S,International District Community Ctr,http://seattle.gov/parks/centers/IDChinatown.htm,-122.32283,47.59625,"(47.59625, -122.32283)"
Environmental Learning  Centers,Seward Park,5902 Lake Washington Blvd. S,http://www.seattle.gov/parks/parkspaces/sewardpark.htm,-122.256361,47.549617,"(47.549617, -122.256361)"
Environmental Learning  Centers,Discovery Park Enviro Learning Cntr,3801 W Government Way,http://www.seattle.gov/parks/Environment/discovparkindex.htm,-122.40563,47.658015,"(47.658015, -122.40563)"
Environmental Learning  Centers,Camp Long,5200 35th Ave. SW,http://www.seattle.gov/parks/environment/camplong.htm,-122.375075,47.555612,"(47.555612, -122.375075)"
Environmental Learning  Centers,Carkeek Environmental Learning Cntr,950 NW Carkeek Park Rd.,http://www.seattle.gov/parks/parkspaces/CarkeekPark/ELC.htm,-122.368666,47.711529,"(47.711529, -122.368666)"
Firepits,Alki Beack Park,1702 Alki Ave. SW,http://www.seattle.gov/parks/park_detail.asp?ID=445,-122.400127,47.586709,"(47.586709, -122.400127)"
Firepits,Golden Garden Park,8498 Seaview Pl. NW,http://www.seattle.gov/parks/park_detail.asp?ID=243,-122.40327,47.692105,"(47.692105, -122.40327)"
Fishing,Elliott Bay Park Fishing Pier,3130 Alaskan Way W,http://www.portseattle.org/community/resources/parks/index.shtml#elliottbay,-122.35727,47.61734,"(47.61734, -122.35727)"
Fishing,Lake Union Walkway,Fairview Ave N & E Galer St,http://www.seattle.gov/parks/Boats/fishpier.htm,-122.32607,47.63226,"(47.63226, -122.32607)"
Fishing,East Madison St. Dock,E MADISON ST & LAKE WASHINGTON BV E,http://www.seattle.gov/parks/Boats/fishpier.htm,-122.29244,47.62602,"(47.62602, -122.29244)"
Fishing,Eddie Vine Boat Ramp,8001 Seaview Ave. NW,http://www.seattle.gov/parks/park_detail.asp?ID=243,-122.40327,47.692105,"(47.692105, -122.40327)"
Fishing,Fairview Park,2900 Fairview Ave. E,http://www.seattle.gov/parks/park_detail.asp?ID=2975,-122.324917,47.647741,"(47.647741, -122.324917)"
Fishing,Belvoir Place,3659  42nd Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=475,-122.283216,47.655123,"(47.655123, -122.283216)"
Fishing,Seacrest Park,1660 Harbor Ave. SW,http://www.seattle.gov/parks/park_detail.asp?ID=455,-122.378678,47.588951,"(47.588951, -122.378678)"
Fishing,Stan Sayres Memorial Park,3808 Lake Washington Blvd S,http://www.seattle.gov/parks/park_detail.asp?ID=425,-122.277143,47.571152,"(47.571152, -122.277143)"
Fishing,Terry Pettus Park,E Newton St. and Fairview Ave. E,http://www.seattle.gov/parks/park_detail.asp?ID=3889,-122.329689,47.636742,"(47.636742, -122.329689)"
Fishing,Waterfront Park,1301 Alaskan Way,http://www.seattle.gov/parks/park_detail.asp?ID=3973,-122.342196,47.606778,"(47.606778, -122.342196)"
Fishing,Rev. Murphy Fishing Pier @ Seward Park,5902 Lake Washington Blvd. S,http://www.seattle.gov/parks/environment/seward.htm,-122.25748,47.5492,"(47.5492, -122.25748)"
Fishing,Green Lake Park,7201 E Green Lake Dr. N,http://www.seattle.gov/parks/park_detail.asp?ID=307,-122.331029,47.681711,"(47.681711, -122.331029)"
Fishing,Mount Baker Park,2521 Lake Park Dr. S,http://www.seattle.gov/parks/park_detail.asp?ID=419,-122.288481,47.580957,"(47.580957, -122.288481)"
Gardens,Parsons Garden,650 W Highland Dr.,http://www.seattle.gov/parks/park_detail.asp?ID=324,-122.366084,47.629867,"(47.629867, -122.366084)"
Gardens,Katie Blacks Garden,12th Ave. S and S Atlantic St.,http://www.seattle.gov/parks/park_detail.asp?ID=3122,-122.317642,47.590421,"(47.590421, -122.317642)"
Gardens,Japanese Garden,1075 Lake Washington Blvd E,http://www.seattle.gov/parks/park_detail.asp?ID=9999,-122.2952,47.627312,"(47.627312, -122.2952)"
Gardens,Bradner Gardens,29th Ave. S. and South Grand St.,http://www.seattle.gov/parks/park_detail.asp?ID=401,-122.29543,47.587441,"(47.587441, -122.29543)"
Gardens,Woodland Park Zoo Rose Garden,Aurora Ave. N and N 59th St.,http://www.seattle.gov/parks/park_detail.asp?ID=292,-122.349939,47.665499,"(47.665499, -122.349939)"
Gardens,Washington Park Arboretum,2300 Arboretum Dr. E,http://www.seattle.gov/parks/park_detail.asp?ID=393,-122.296911,47.635268,"(47.635268, -122.296911)"
Gardens,Volunteer Park Conservatory,1400 E. Galer St.,http://www.seattle.gov/parks/park_detail.asp?ID=399,-122.315708,47.632063,"(47.632063, -122.315708)"
Gardens,Kubota Garden,9817 55th Ave. S,http://www.seattle.gov/parks/park_detail.asp?ID=415,-122.266125,47.513543,"(47.513543, -122.266125)"
Off Leash Areas,Genesee Park & Playfield,4316 S Genesee St.,http://www.seattle.gov/parks/offleash_detail.asp?ID=409,-122.276077,47.563948,"(47.563948, -122.276077)"
Off Leash Areas,Sand Point/Magnuson Park,6550 Sand Point Way NE,http://www.seattle.gov/parks/offleash_detail.asp?ID=398,-122.257095,47.682704,"(47.682704, -122.257095)"
Off Leash Areas,Woodland Park,Aurora Ave. N and N 59th St.,http://www.seattle.gov/parks/offleash_detail.asp?ID=292,-122.344309,47.670424,"(47.670424, -122.344309)"
Off Leash Areas,Plymouth Pillars Park,Broen Ave and Pike St,http://www.seattle.gov/parks/offleash_detail.asp?ID=4000,-122.329092,47.614124,"(47.614124, -122.329092)"
Off Leash Areas,Sam Smith Park/Blue Dog Pond,Martin Luther King Jr. Way & S Massachusetts St.,http://www.seattle.gov/parks/offleash_detail.asp?ID=4242,-122.298633,47.588889,"(47.588889, -122.298633)"
Off Leash Areas,Golden Gardens Park,8498 Seaview Pl. NW,http://www.seattle.gov/parks/offleash_detail.asp?ID=243,-122.400637,47.690902,"(47.690902, -122.400637)"
Off Leash Areas,Dr. Jose Rizal Park,1008 12th Ave. S,http://www.seattle.gov/parks/offleash_detail.asp?ID=433,-122.318094,47.593859,"(47.593859, -122.318094)"
Off Leash Areas,Northacres Park,12718 1st Ave. NE,http://www.seattle.gov/parks/offleash_detail.asp?ID=361,-122.326124,47.721775,"(47.721775, -122.326124)"
Off Leash Areas,Regrade Park,2251 3rd Ave.,http://www.seattle.gov/parks/offleash_detail.asp?ID=336,-122.344776,47.614346,"(47.614346, -122.344776)"
Off Leash Areas,Westcrest Park,8806 8th Ave SW,http://www.seattle.gov/parks/offleash_detail.asp?ID=468,-122.341719,47.525783,"(47.525783, -122.341719)"
Off Leash Areas,I-5 Colonnade,"Beneath I-5, South of E Howe St",http://www.seattle.gov/parks/offleash_detail.asp?ID=4446,-122.323409,47.634898,"(47.634898, -122.323409)"
Parks,Victor Steinbrueck Park,,http://www.seattle.gov/parks/park_detail.asp?ID=338,-122.343871,47.610153,"(47.610153, -122.343871)"
Parks,Banner Way Triangles,,http://www.seattle.gov/parks/park_detail.asp?ID=4073,-122.32343,47.685762,"(47.685762, -122.32343)"
Parks,Waterway 19,,http://www.seattle.gov/parks/park_detail.asp?ID=4083,-122.332567,47.646349,"(47.646349, -122.332567)"
Parks,Atlantic Street Park,S ATLANTIC ST\21ST AVE S,http://www.seattle.gov/parks/park_detail.asp?ID=4243,-122.30566,47.589165,"(47.589165, -122.30566)"
Parks,Victory Creek Park,1059 NORTHGATE WAY,http://www.seattle.gov/parks/park_detail.asp?ID=4443,-122.315554,47.709155,"(47.709155, -122.315554)"
Parks,Westcrest Park,,http://www.seattle.gov/parks/park_detail.asp?ID=468,-122.33989,47.524762,"(47.524762, -122.33989)"
Parks,Cowen Park,,http://www.seattle.gov/parks/park_detail.asp?ID=483,-122.313074,47.672596,"(47.672596, -122.313074)"
Parks,Lake City Park,12359 LAKE CITY WAY NE,http://www.seattle.gov/parks/park_detail.asp?ID=487,-122.295875,47.71911,"(47.71911, -122.295875)"
Parks,Westlake Greenbelt,,http://www.seattle.gov/parks/park_detail.asp?ID=494,-122.34338,47.641586,"(47.641586, -122.34338)"
Parks,York Park,3650 RENTON AVE SOUTH,http://www.seattle.gov/parks/park_detail.asp?ID=580,-122.295537,47.570461,"(47.570461, -122.295537)"
Parks,Christie Park,,http://www.seattle.gov/parks/park_detail.asp?ID=595,-122.319072,47.659309,"(47.659309, -122.319072)"
Parks,Ward Springs Park,925 4TH AVE N,http://www.seattle.gov/parks/park_detail.asp?ID=763,-122.349245,47.627746,"(47.627746, -122.349245)"
Parks,Endolyne Park,,http://www.seattle.gov/parks/park_detail.asp?ID=1653,-122.39438,47.514542,"(47.514542, -122.39438)"
Parks,St Marks Greenbelt,,http://www.seattle.gov/parks/park_detail.asp?ID=2848,-122.322174,47.63115,"(47.63115, -122.322174)"
Parks,Fairview Park,,http://www.seattle.gov/parks/park_detail.asp?ID=2975,-122.324917,47.647741,"(47.647741, -122.324917)"
Parks,Lambert Place,38TH AVE E / E MADISON ST,http://www.seattle.gov/parks/park_detail.asp?ID=3096,-122.283837,47.632017,"(47.632017, -122.283837)"
Parks,Cal Anderson Park,,http://www.seattle.gov/parks/park_detail.asp?ID=3102,-122.319134,47.617013,"(47.617013, -122.319134)"
Parks,West Ewing Mini Park,,http://www.seattle.gov/parks/park_detail.asp?ID=3694,-122.360602,47.65205,"(47.65205, -122.360602)"
Parks,Gerber Park,,http://www.seattle.gov/parks/park_detail.asp?ID=3759,-122.296568,47.607709,"(47.607709, -122.296568)"
Parks,Terry Pettus Park,,http://www.seattle.gov/parks/park_detail.asp?ID=3889,-122.329689,47.636741,"(47.636741, -122.329689)"
